"filename", "language", "Shell Script", "C++", "Python", "Markdown", "C", "Makefile", "XML", "YAML", "comment", "blank", "total"
"/home/vash/anduril-1-vash/hw/hank/noctigon-dm11/nofet/anduril.h", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 11, 10, 47
"/home/vash/anduril-1-vash/hw/hank/noctigon-dm11/sbt90/anduril.h", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 12, 11, 44
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/anduril.h", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 23, 20, 82
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/boost/anduril.h", "C++", 0, 47, 0, 0, 0, 0, 0, 0, 31, 19, 97
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/boost/hwdef.h", "C++", 0, 66, 0, 0, 0, 0, 0, 0, 65, 27, 158
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/hwdef.c", "C", 0, 0, 0, 0, 30, 0, 0, 0, 20, 16, 66
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/hwdef.h", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 59, 24, 140
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/sbt90/anduril.h", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 35, 19, 95
"/home/vash/anduril-1-vash/hw/hank/noctigon-k1/sbt90/hwdef.h", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 61, 24, 146
"/home/vash/anduril-1-vash/hw/hank/noctigon-k9.3/219/anduril.h", "C++", 0, 4, 0, 0, 0, 0, 0, 0, 5, 4, 13
"/home/vash/anduril-1-vash/hw/hank/noctigon-k9.3/anduril.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 39, 23, 110
"/home/vash/anduril-1-vash/hw/hank/noctigon-k9.3/nofet/anduril.h", "C++", 0, 2, 0, 0, 0, 0, 0, 0, 5, 3, 10
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/219/anduril.h", "C++", 0, 6, 0, 0, 0, 0, 0, 0, 5, 4, 15
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/219b/anduril.h", "C++", 0, 6, 0, 0, 0, 0, 0, 0, 5, 4, 15
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/2ch/anduril.h", "C++", 0, 4, 0, 0, 0, 0, 0, 0, 6, 4, 14
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/2ch/hwdef.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 31, 5, 45
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/anduril.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 32, 20, 88
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/boost/anduril.h", "C++", 0, 4, 0, 0, 0, 0, 0, 0, 7, 3, 14
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/boost/hwdef.h", "C++", 0, 16, 0, 0, 0, 0, 0, 0, 37, 5, 58
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/hwdef.c", "C", 0, 0, 0, 0, 41, 0, 0, 0, 8, 15, 64
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/hwdef.h", "C++", 0, 72, 0, 0, 0, 0, 0, 0, 65, 27, 164
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/nofet/anduril.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 17, 11, 64
"/home/vash/anduril-1-vash/hw/hank/noctigon-kr4/nofet/hwdef.c", "C", 0, 0, 0, 0, 37, 0, 0, 0, 8, 16, 61
"/home/vash/anduril-1-vash/hw/hank/noctigon-m44/anduril.h", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 55, 24, 133
"/home/vash/anduril-1-vash/hw/hank/noctigon-m44/hwdef.c", "C", 0, 0, 0, 0, 172, 0, 0, 0, 41, 50, 263
"/home/vash/anduril-1-vash/hw/hank/noctigon-m44/hwdef.h", "C++", 0, 83, 0, 0, 0, 0, 0, 0, 64, 29, 176
"/home/vash/anduril-1-vash/hw/hank/vdivider-1634.h", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 19, 6, 40
"/home/vash/anduril-1-vash/hw/lumintop/blf-gt-mini/anduril.h", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 12, 5, 24
"/home/vash/anduril-1-vash/hw/lumintop/blf-gt-mini/hwdef.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 6, 4, 15
"/home/vash/anduril-1-vash/hw/lumintop/blf-gt/anduril.h", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 21, 14, 68
"/home/vash/anduril-1-vash/hw/lumintop/blf-gt/hwdef.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 30, 26, 104
"/home/vash/anduril-1-vash/hw/lumintop/fw3a/219/anduril.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 3, 4, 15
"/home/vash/anduril-1-vash/hw/lumintop/fw3a/anduril.h", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 14, 13, 54
"/home/vash/anduril-1-vash/hw/lumintop/fw3a/hwdef.c", "C", 0, 0, 0, 0, 52, 0, 0, 0, 6, 14, 72
"/home/vash/anduril-1-vash/hw/lumintop/fw3a/hwdef.h", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 26, 28, 103
"/home/vash/anduril-1-vash/hw/lumintop/fw3a/nofet/anduril.h", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 10, 10, 53
"/home/vash/anduril-1-vash/hw/lumintop/fw3x-lume1/README.md", "Markdown", 0, 0, 0, 26, 0, 0, 0, 0, 0, 10, 36
"/home/vash/anduril-1-vash/hw/lumintop/fw3x-lume1/anduril.h", "C++", 0, 37, 0, 0, 0, 0, 0, 0, 23, 20, 80
"/home/vash/anduril-1-vash/hw/lumintop/fw3x-lume1/hwdef.c", "C", 0, 0, 0, 0, 63, 0, 0, 0, 48, 34, 145
"/home/vash/anduril-1-vash/hw/lumintop/fw3x-lume1/hwdef.h", "C++", 0, 91, 0, 0, 0, 0, 0, 0, 104, 32, 227
"/home/vash/anduril-1-vash/hw/lumintop/fw3x-lume1/rgbswap/anduril.h", "C++", 0, 3, 0, 0, 0, 0, 0, 0, 6, 3, 12
"/home/vash/anduril-1-vash/hw/mateminco/mf01-mini/anduril.h", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 28, 15, 74
"/home/vash/anduril-1-vash/hw/mateminco/mf01-mini/hwdef.h", "C++", 0, 47, 0, 0, 0, 0, 0, 0, 24, 27, 98
"/home/vash/anduril-1-vash/hw/mateminco/mf01s/anduril.h", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 20, 14, 60
"/home/vash/anduril-1-vash/hw/mateminco/mf01s/hwdef.h", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 26, 26, 104
"/home/vash/anduril-1-vash/hw/mateminco/mt35-mini/anduril.h", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 16, 16, 64
"/home/vash/anduril-1-vash/hw/mateminco/mt35-mini/hwdef.h", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 23, 25, 91
"/home/vash/anduril-1-vash/hw/sofirn/blf-lt1-t1616/anduril.h", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 33, 24, 109
"/home/vash/anduril-1-vash/hw/sofirn/blf-lt1-t1616/hwdef.c", "C", 0, 0, 0, 0, 138, 0, 0, 0, 28, 45, 211
"/home/vash/anduril-1-vash/hw/sofirn/blf-lt1-t1616/hwdef.h", "C++", 0, 78, 0, 0, 0, 0, 0, 0, 49, 32, 159
"/home/vash/anduril-1-vash/hw/sofirn/blf-lt1/anduril.h", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 36, 19, 104
"/home/vash/anduril-1-vash/hw/sofirn/blf-lt1/hwdef.c", "C", 0, 0, 0, 0, 119, 0, 0, 0, 48, 38, 205
"/home/vash/anduril-1-vash/hw/sofirn/blf-lt1/hwdef.h", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 31, 29, 112
"/home/vash/anduril-1-vash/hw/sofirn/blf-q8-t1616/anduril.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 27, 18, 81
"/home/vash/anduril-1-vash/hw/sofirn/blf-q8-t1616/hwdef.h", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 44, 29, 136
"/home/vash/anduril-1-vash/hw/sofirn/blf-q8/anduril.h", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 24, 15, 71
"/home/vash/anduril-1-vash/hw/sofirn/blf-q8/hwdef.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 7, 6, 21
"/home/vash/anduril-1-vash/hw/sofirn/lt1s-pro/anduril.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 55, 21, 124
"/home/vash/anduril-1-vash/hw/sofirn/lt1s-pro/hwdef.c", "C", 0, 0, 0, 0, 152, 0, 0, 0, 33, 53, 238
"/home/vash/anduril-1-vash/hw/sofirn/lt1s-pro/hwdef.h", "C++", 0, 68, 0, 0, 0, 0, 0, 0, 52, 29, 149
"/home/vash/anduril-1-vash/hw/sofirn/sc21-pro/anduril.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 4, 3, 12
"/home/vash/anduril-1-vash/hw/sofirn/sp10-pro/anduril.h", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 21, 18, 80
"/home/vash/anduril-1-vash/hw/sofirn/sp10-pro/hwdef.c", "C", 0, 0, 0, 0, 39, 0, 0, 0, 9, 16, 64
"/home/vash/anduril-1-vash/hw/sofirn/sp10-pro/hwdef.h", "C++", 0, 81, 0, 0, 0, 0, 0, 0, 44, 31, 156
"/home/vash/anduril-1-vash/hw/sofirn/sp36-t1616/anduril.h", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 11, 6, 35
